,name,latitude,longitude
11969,#1121,-93.2574077,44.919782600000005
11970,45 St E,-93.25229110000001,44.921347100000006
11971,47 St E,-93.2524853,44.918044300000005
11972,47 St E,-93.25234680000001,44.9177559
11973,41 St E,-93.2700185,44.9285836
11974,46 St E,-93.25229010000001,44.9195884
11975,42 St E,-93.27010870000001,44.9267094
11976,46 St E,-93.2525007,44.9194863
11977,14 Av S,-93.25476850000001,44.919784500000006
11978,43 St E,-93.2701093,44.924992100000004
11979,14 Av S,-93.2551347,44.919638500000005
11980,44 St E,-93.27015580000001,44.923194200000005
11981,Bloomington Av S,-93.25268150000001,44.9196485
11982,42 St E,-93.2702151,44.9269831
11983,44 St E,-93.2702653,44.9234365
11984,43 St E,-93.27025040000001,44.9252327
11985,39 St E,-93.2700853,44.932211900000006
11986,40 St E,-93.2700959,44.9304168
11987,38 St E,-93.27006630000001,44.934051100000005
11988,41 St E,-93.27025490000001,44.928874400000005
11989,44 St E,-93.25246530000001,44.923467300000006
11990,3 Av S,-93.27288800000001,44.934084600000006
11991,39 St E,-93.27021040000001,44.932462300000005
11992,40 St E,-93.27023360000001,44.930647300000004
11993,42 St E,-93.26262480000001,44.927077000000004
11994,41 St E,-93.2523335,44.9284787
11995,43 St E,-93.262585,44.925322800000004
11996,44 St E,-93.26268010000001,44.923483000000004
11997,42 St E,-93.2525512,44.9271631
11998,42 St E,-93.252267,44.9267369
11999,44 St E,-93.252335,44.9231459
12000,43 St E,-93.25233370000001,44.92497
12001,43 St E,-93.2524841,44.925298000000005
12002,44 St E,-93.2624375,44.9231825
12003,41 St E,-93.2624761,44.928577100000005
12004,43 St E,-93.2624612,44.9249633
12005,41 St E,-93.2524956,44.9289386
12006,42 St E,-93.2624112,44.9267641
12007,38 St E,-93.25228800000001,44.9339426
12008,39 St E,-93.2522879,44.9321731
12009,41 St E,-93.262545,44.9288928
12010,39 St E,-93.25252160000001,44.9324883
12011,39 St E,-93.2626111,44.932470900000006
12012,40 St E,-93.25251580000001,44.930276000000006
12013,40 St E,-93.2625988,44.930671600000004
12014,40 St E,-93.26240030000001,44.930443700000005
12015,39 St E,-93.2624004,44.9322115
12016,40 St E,-93.2522909,44.930692300000004
12017,37 St W,-93.2908814,44.9360249
12018,Bryant Av S,-93.2905631,44.9377842
12019,Bryant Av S,-93.2905798,44.9341531
12020,37 St W,-93.2906761,44.9357856
12021,36 St W,-93.2908618,44.937446
12022,Dupont Av S,-93.29317250000001,44.9377456
12023,Bryant Av S,-93.29104770000001,44.937653700000006
12024,Lyndale Av S,-93.2884246,44.937628700000005
12025,Dupont Av S,-93.29366180000001,44.937608600000004
12026,Lyndale Av S,-93.2878707,44.9377806
12027,32 St W,-93.29076660000001,44.9448621
12028,Fremont Av S,-93.29588770000001,44.9376327
12029,33 St W,-93.2907861,44.943007200000004
12030,Fremont Av S,-93.29568830000001,44.9377456
12031,35 St W,-93.29081070000001,44.939631600000006
12032,34 St W,-93.2908056,44.9414409
12033,36 St W,-93.2906761,44.937488900000005
12034,32 St W,-93.2905985,44.944586300000005
12035,33 St W,-93.2906612,44.942771300000004
12036,34 St W,-93.290677,44.9411758
12037,Grand Av S,-93.2841932,44.9341613
12038,35 St W,-93.29067,44.939350600000004
12039,Pleasant Av S,-93.2832776,44.934109500000005
12040,Lyndale Av S,-93.2880085,44.9341619
12041,Blaisdell Av S,-93.27994770000001,44.934043900000006
12042,Harriet Av S,-93.2855049,44.934165400000005
12043,Pleasant Av S,-93.2828965,44.9341815
12044,Blaisdell Av S,-93.2795451,44.9341912
12045,Harriet Av S,-93.28581480000001,44.9376515
12046,37 St W,-93.2843314,44.935744400000004
12047,36 St W,-93.28423090000001,44.9375718
12048,37 St W,-93.28440780000001,44.93603
12049,38 St W,-93.2844123,44.934218200000004
12050,Pillsbury Av S,-93.28163450000001,44.9376515
12051,Blaisdell Av S,-93.2799715,44.9376496
12052,Grand Av S,-93.28453010000001,44.9376496
12053,35 St W,-93.284289,44.9393651
12054,36 St W,-93.28444010000001,44.937878600000005
12055,Nicollet Av S,-93.27774430000001,44.9341894
12056,Nicollet Av S,-93.2780917,44.9340485
12057,1 Av S,-93.2768193,44.937688300000005
12058,37 St E,-93.2777935,44.935807800000006
12059,36 St E,-93.27405040000001,44.937981300000004
12060,36 St E,-93.2778004,44.9376003
12061,1 Av S,-93.2767678,44.9340648
12062,35 St E,-93.27781750000001,44.939412000000004
12063,Stevens Av S,-93.2752145,44.9342005
12064,36 St W,-93.2780312,44.937916300000005
12065,Pleasant Av S,-93.28290430000001,44.939595100000005
12066,38 St W,-93.278013,44.9342246
12067,Blaisdell Av S,-93.2795215,44.939607800000005
12068,37 St W,-93.27801380000001,44.936057500000004
12069,34 St W,-93.28425990000001,44.941194800000005
12070,35 St E,-93.27404030000001,44.939405900000004
12071,34 St W,-93.28439940000001,44.9414266
12072,35 St W,-93.2843916,44.9396593
12073,Carter Av,-93.0408745,44.8203903
12074,32 St W,-93.28425820000001,44.9445946
12075,State Fair P&R,-93.2783282,44.944811200000004
12076,33 St W,-93.2842344,44.942805500000006
12077,33 St W,-93.2843931,44.9430491
12078,32 St W,-93.28437860000001,44.944912300000006
12079,31 St W,-93.2882773,44.946814700000004
12080,1 Av S,-93.2764068,44.939606100000006
12081,31 St W,-93.2907648,44.9462739
12082,34 St E,-93.2778425,44.941184500000006
12083,35 St W,-93.2780254,44.939684500000006
12084,Lake St W,-93.28825140000001,44.9485771
12085,34 St W,-93.2780213,44.94144
12086,Fremont Av S,-93.29535290000001,44.949301600000005
12087,33 St E,-93.27785580000001,44.9430254
12088,32 St E,-93.27781900000001,44.9448519
12089,Emerson Av S,-93.2942352,44.949175200000006
12090,33 St W,-93.27803,44.9430697
12091,Lyndale Av S,-93.2877749,44.9484586
12092,32 St W,-93.2780257,44.944841000000004
12093,Bryant Av S,-93.2904615,44.9484621
12094,Lyndale Av S,-93.2883436,44.948300800000005
12095,31 St W,-93.2797771,44.946757100000006
12096,Dupont Av S,-93.2933989,44.948297000000004
12097,Bryant Av S,-93.291033,44.9482854
12098,28 St W,-93.28821040000001,44.952100400000006
12099,Colfax / Dupont,-93.29251980000001,44.9484355
12100,Harriet Av S,-93.2854552,44.9467195
12101,Garfield Av S,-93.28697740000001,44.946542300000004
12102,31 St W,-93.2879886,44.946831
12103,31 St W,-93.290597,44.946444500000005
12104,28 St W,-93.2880203,44.9517656
12105,Lake St W,-93.2880047,44.9486232
12106,26 St W,-93.288171,44.955693000000004
12107,26 St W,-93.28796340000001,44.955383700000006
12108,27 St W,-93.28819580000001,44.953853200000005
12109,27 St W,-93.2880102,44.9535817
12110,31 St W,-93.28421870000001,44.9464568
12111,Pleasant Av S,-93.2831955,44.9465451
12112,Lake St,-93.27980260000001,44.9485546
12113,Blaisdell Av S,-93.27989260000001,44.9482931
12114,Pillsbury / Blaisdell,-93.2804744,44.9465311
12115,Blaisdell Av S,-93.2794803,44.948438
12116,31 St W,-93.284356,44.946082800000006
12117,Grand Av S,-93.2846112,44.9484598
12118,Grand Av S,-93.283997,44.9482792
12119,Pleasant Av S,-93.282875,44.946672500000005
12120,31 St E,-93.27782540000001,44.9465067
12121,Pillsbury Av S,-93.28118590000001,44.946671800000004
12122,31 St / Lake St E,-93.27657230000001,44.947409400000005
12123,Blaisdell / Nicollet,-93.2788953,44.9465428
12124,Nicollet Av S,-93.2782172,44.9482811
12125,31 St W,-93.27803630000001,44.946815900000004
12126,Lake St,-93.27659410000001,44.9487965
12127,Stevens Av S (35W),-93.2751757,44.948457700000006
12128,26 St E,-93.2753713,44.955229300000006
12129,1 Av S,-93.27706880000001,44.948451500000004
12130,27 St / 26 St E,-93.27779650000001,44.954806000000005
12131,28 St W,-93.27791520000001,44.952103
12132,Stevens / 2 Av (35W),-93.2743334,44.948250800000004
12133,27 St W,-93.27799610000001,44.9538762
12134,1 Av S,-93.27687420000001,44.948263100000005
12135,26 St W,-93.2779393,44.955149600000006
12136,35 St E,-93.27010100000001,44.939421
12137,Nicollet Av S,-93.27852560000001,44.948441100000004
12138,36 St E,-93.27009020000001,44.9376021
12139,Lake St E,-93.2740306,44.9486447
12140,37 St E,-93.27006610000001,44.935758500000006
12141,Chicago Av S,-93.26312850000001,44.9342242
12142,28 St E,-93.2778061,44.9517528
12143,37 St E,-93.27024800000001,44.9361237
12144,Stevens Av S,-93.2749541,44.951914800000004
12145,27 St E,-93.2753655,44.953527400000006
12146,3 Av S,-93.2725642,44.934203600000004
12147,38 St E,-93.2702074,44.9342951
12148,34 St E,-93.27015080000001,44.9411118
12149,Park Av S,-93.2648278,44.9342338
12150,Portland Av S,-93.26735280000001,44.93423
12151,Portland Av S,-93.2677391,44.9341073
12152,36 St E,-93.2702472,44.9379319
12153,4 Av S,-93.27033680000001,44.934076700000006
12154,33 St E,-93.27031930000001,44.9433074
12155,Park Av S,-93.2645861,44.934087600000005
12156,4 Av S,-93.2705863,44.934210500000006
12157,34 St E,-93.27025130000001,44.9416918
12158,32 St E,-93.27029990000001,44.944807700000005
12159,33 St E,-93.27023480000001,44.9430192
12160,35 St E,-93.2702821,44.9397047
12161,38 St E,-93.2626209,44.934304000000004
12162,38 St E,-93.26238120000001,44.934411600000004
12163,37 St E,-93.2626415,44.936073400000005
12164,36 St E,-93.2626731,44.937913800000004
12165,10 Av S,-93.2598013,44.934232800000004
12166,35 St E,-93.2625273,44.939368300000005
12167,36 St E,-93.2624457,44.937608600000004
12168,10 Av S,-93.260185,44.934073700000006
12169,37 St E,-93.25230950000001,44.9357844
12170,Chicago Av S,-93.26270500000001,44.9340867
12171,37 St E,-93.2525071,44.9360896
12172,38 St E,-93.2525191,44.934291800000004
12173,Bloomington Av S,-93.25264250000001,44.9340562
12174,13 Av S,-93.2560232,44.9342114
12175,13 Av S,-93.2563171,44.934076100000006
12176,12 Av S,-93.25724770000001,44.934223100000004
12177,Bloomington Av S,-93.2521566,44.9341979
12178,12 Av S,-93.2576073,44.9340752
12179,36 St E,-93.252323,44.937580600000004
12180,37 St E,-93.2624004,44.9358401
12181,35 St E,-93.2523122,44.939407100000004
12182,36 St E,-93.2525267,44.9378729
12183,32 St E,-93.2525942,44.944881200000005
12184,33 St E,-93.26280360000001,44.9432397
12185,32 St E,-93.2627685,44.944833100000004
12186,35 St E,-93.2626884,44.9396837
12187,34 St E,-93.2627188,44.9415386
12188,34 St E,-93.2524032,44.9411943
12189,35 St E,-93.2525334,44.9397108
12190,34 St E,-93.26254560000001,44.9411791
12191,33 St E,-93.25240120000001,44.9427723
12192,32 St E,-93.2523925,44.9445387
12193,33 St E,-93.2625491,44.9430266
12194,34 St E,-93.2525346,44.9415208
12195,33 St E,-93.25252880000001,44.943070000000006
12196,32 St E,-93.2625716,44.9445805
12197,Lake St E,-93.27027290000001,44.948170600000005
12198,31 St E,-93.2702641,44.9465142
12199,3 Av S,-93.2726382,44.948447300000005
12200,Clinton Av / 4 Av S,-93.2708147,44.9482742
12201,Lake St E,-93.2703207,44.94793
12202,Portland Av S,-93.26802520000001,44.9482766
12203,32 St E,-93.27036170000001,44.9451349
12204,Portland Av S,-93.267525,44.9484542
12205,3 Av S,-93.27305220000001,44.9482609
12206,31 St E,-93.27037290000001,44.9468517
12207,5 Av / 4 Av S,-93.2695874,44.948469700000004
12208,3 Av S,-93.27254040000001,44.955586800000006
12209,Park Av S,-93.2656286,44.9483778
12210,26 St E,-93.26891780000001,44.955319200000005
12211,Park Av S,-93.26548620000001,44.948286
12212,Clinton Av S,-93.2713358,44.9555683
12213,27 St E,-93.26894150000001,44.9536862
12214,Eagandale Ct,-93.15898890000001,44.8517875
12215,31 St E,-93.2625325,44.946411100000006
12216,28 St E,-93.2689484,44.952401200000004
12217,4 Av S,-93.27056350000001,44.9518962
12218,Oakland Av S,-93.2660728,44.955645800000006
12219,Portland Av S,-93.26796080000001,44.9518962
12220,Park Av S,-93.26491080000001,44.9556052
12221,Chicago-Lake Tc,-93.26259280000001,44.9496793
12222,Park Av S,-93.2654016,44.951906300000005
12223,Chicago Av S,-93.2623779,44.9494155
12224,Wells Fargo,-93.26905860000001,44.9539157
12225,26 St E,-93.26777770000001,44.9556545
12226,12 Av S,-93.2579589,44.9484177
12227,28 St E,-93.2704271,44.9516123
12228,31 St E,-93.2627743,44.946824500000005
12229,12 Av S,-93.25781950000001,44.9483042
12230,10 Av S,-93.26035440000001,44.9483047
12231,31 St E,-93.2524085,44.946380500000004
12232,10 Av S,-93.26044060000001,44.948489
12233,Lake St E,-93.2523929,44.9481369
12234,Chicago Av S,-93.26215760000001,44.9492599
12235,Lake St E,-93.2526217,44.948570800000006
12236,29 St E,-93.2525856,44.9501724
12237,Chi-Lake Tc Arrive,-93.2625397,44.949653600000005
12238,29 St E,-93.2523795,44.9504438
12239,31 St E,-93.25259720000001,44.9466801
12240,Bloomington Av S,-93.25285430000001,44.948455800000005
12241,Bloomington Av S,-93.2521062,44.9482871
12242,28 St E,-93.2626539,44.9518068
12243,14 Av S,-93.254686,44.9482848
12244,14 Av S,-93.2548338,44.9484494
12245,28 St E,-93.2627401,44.952088100000005
12246,12 Av S,-93.2577773,44.9518891
12247,Chicago Av S,-93.2628596,44.9519214
12248,28 St E,-93.2523951,44.951826100000005
12249,10 Av S,-93.260281,44.9519667
12250,28 St E,-93.2525861,44.9520739
12251,Bloomington Av S,-93.25283970000001,44.951892
12252,27 St E,-93.2626692,44.9539131
12253,14 Av S,-93.254833,44.9556187
12254,26 St E,-93.26269210000001,44.955701000000005
12255,12 Av S,-93.25737210000001,44.955611100000006
12256,26 St E,-93.2523421,44.9553273
12257,10 Av S,-93.2598992,44.9556284
12258,26 St E,-93.2525236,44.9557456
12259,27 St E,-93.2626082,44.9533592
12260,27 St E,-93.25254720000001,44.953858000000004
12261,27 St E,-93.25237360000001,44.953667800000005
12262,26 St E,-93.26251620000001,44.955386000000004
12263,Bloomington Av S,-93.25225610000001,44.955599400000004
12264,Chicago Av S,-93.26292980000001,44.955624500000006
12265,14 Av S,-93.2552399,44.9519116
12266,Tyrol Trail,-93.3299683,44.9699004
12267,#4512,-93.3374553,44.9643669
12268,Natchez Av,-93.3390596,44.9641095
12269,#4512,-93.3368926,44.964483800000004
12270,Natchez Av,-93.33882750000001,44.964292
12271,Jewish Comm Ctr,-93.3348622,44.9643462
12272,Fairlawn Way,-93.3378773,44.969709900000005
12273,Natchez Av S,-93.3391579,44.9692402
12274,June Av S,-93.333899,44.969893600000006
12275,Fairlawn Way,-93.3378627,44.9698754
12276,Natchez Av S,-93.3392129,44.9690626
12277,Tyrol Trail,-93.330111,44.9697995
12278,June Av S,-93.3337066,44.970027800000004
12279,Natchez Av S,-93.33910370000001,44.977223
12280,Theo Wirth Pkwy,-93.321049,44.9917561
12281,Parkview Terrace,-93.32986140000001,44.9771244
12282,Ardmore Dr,-93.3344648,44.977177100000006
12283,Natchez Av N,-93.3386966,44.977332000000004
12284,Maddaus Ln,-93.3373521,44.977289400000004
12285,Meadow Ln S,-93.3316372,44.9771626
12286,Westwood Dr N,-93.33611160000001,44.977282300000006
12287,Ardmore Dr,-93.33435490000001,44.9773002
12288,Westwood Dr S,-93.33648810000001,44.977197000000004
12289,Meadow Ln N,-93.3309706,44.977284100000006
12290,Maddaus Ln,-93.33774290000001,44.977200100000005
12291,Wayzata Blvd N,-93.32201280000001,44.970632900000005
12292,Wayzata Access,-93.3207548,44.9698859
12293,Parkview Terrace,-93.3295636,44.9772289
12294,Wirth Pkwy,-93.3221335,44.9709117
12295,France Av S,-93.32847500000001,44.9698756
12296,France Av S,-93.32878550000001,44.969772400000004
12297,Wayzata Access,-93.32106230000001,44.9691739
12298,Wayzata Access,-93.3219306,44.969999800000004
12299,Cedar Lake Pky,-93.3213865,44.969388300000006
12300,Sheridan Av,-93.3125018,44.957042400000006
12301,Lake Of Isles Pkwy,-93.31272510000001,44.957025800000004
12302,Wayzata Blvd,-93.32641690000001,44.9697851
12303,22 St W,-93.3129018,44.960162800000006
12304,Sheridan Av S,-93.3130919,44.9602506
12305,21 St W,-93.31409330000001,44.9611358
12306,Kenwood Pkwy,-93.31153330000001,44.961261900000004
12307,Upton Av S,-93.31352480000001,44.957797400000004
12308,Kenwood Pkwy,-93.31114050000001,44.9614078
12309,Thomas Av S,-93.31374650000001,44.9605498
12310,Thomas Av S,-93.3139678,44.961294200000005
12311,Douglas Av,-93.3071592,44.966234
12312,Courage Center,-93.3291396,44.999472600000004
12313,Burnham Rd,-93.3136513,44.957943400000005
12314,Penn Av S,-93.30811270000001,44.9633229
12315,Franklin Av W,-93.30814760000001,44.963073200000004
12316,24 St W,-93.3135293,44.9592649
12317,Summit Av,-93.30753700000001,44.965116200000004
12318,Penn Av S,-93.3085482,44.961585
12319,24 St W,-93.3129318,44.959079200000005
12320,21 St W,-93.3084846,44.9618393
12321,Kenilworth Pl,-93.31228940000001,44.9557501
12322,Summit Av,-93.3073717,44.965261000000005
12323,Douglas Av,-93.3069643,44.9662969
12324,Bassett Crk Dr,-93.3282602,44.9998056
12325,Morgan Av S,-93.3044438,44.966498300000005
12326,Logan Av S,-93.3035062,44.96638
12327,Irving Av S,-93.29922300000001,44.9664725
12328,Courage Center,-93.3291397,44.999611400000006
12329,Sheridan Av S,-93.3123171,44.9735105
12330,Queen Av S,-93.3096898,44.9735115
12331,Irving Av S,-93.29965320000001,44.9664328
12332,Penn Av S,-93.3085399,44.9735801
12333,Upton Av S,-93.3146083,44.9736174
12334,Knox Av S,-93.30171370000001,44.9664622
12335,Sheridan Av S,-93.31207110000001,44.9736203
12336,Knox Av S,-93.302243,44.9664268
12337,Queen Av S,-93.30952330000001,44.9736228
12338,Penn Av S,-93.30845910000001,44.973821
12339,Wirth / Upton,-93.31770420000001,44.970500200000004
12340,Hawthorne Av,-93.30828100000001,44.9752731
12341,Chestnut Av,-93.30827500000001,44.9769948
12342,Wayzata Blvd N,-93.3146693,44.970816400000004
12343,Noble Dr N,-93.33826950000001,44.999803400000005
12344,Upton/Wirth Pky,-93.31700830000001,44.970567800000005
12345,Wayzata Blvd N,-93.31481380000001,44.970574500000005
12346,Chestnut Av,-93.3084695,44.9771494
12347,Laurel Av W,-93.3146557,44.9734762
12348,Hawthorne Av,-93.3084506,44.975465
12349,Ardmore Dr,-93.3334143,44.9840798
12350,Indiana Av N,-93.332082,44.999912200000004
12351,Dahlberg Dr,-93.33413150000001,44.984389
12352,Meadow / Wirth,-93.3298448,44.984036100000004
12353,Noble Av N,-93.33846630000001,44.999895300000006
12354,Wirth / Meadow,-93.3293021,44.984342000000005
12355,Xerxes Av N,-93.31869,44.980663400000005
12356,Wirth Park Beach,-93.3220548,44.9794933
12357,Wirth Beach,-93.32254370000001,44.979242
12358,Xerxes Av N,-93.3185416,44.9808162
12359,Theo Wirth Pkwy,-93.3226147,44.9922814
12360,Xerxes Av N,-93.3178992,44.998811100000005
12361,Xerxes Av N,-93.3183207,44.9989615
12362,ZEphyr Place,-93.3201301,44.999916000000006
12363,Vincent Av N,-93.3158696,44.9807993
12364,2 Av N,-93.3082699,44.978835700000005
12365,ZEphyr Place,-93.31982280000001,44.9999144
12366,Glenwood Av,-93.30842670000001,44.980269400000005
12367,Hidden Lakes Pky,-93.33123090000001,44.9995841
12368,2 Av N,-93.30844,44.9790511
12369,Oak Park Av,-93.30833030000001,44.988040100000006
12370,Hidden Lakes Pky,-93.33083110000001,44.999581500000005
12371,Oak Park Av,-93.3082129,44.9877601
12372,8 Av N,-93.3082279,44.985967800000005
12373,Russell Av N,-93.31097270000001,44.980794800000005
12374,8 Av N,-93.30834870000001,44.986218
12375,Russell Av N,-93.31120770000001,44.980662800000005
12376,Vincent Av N,-93.31610090000001,44.9806656
12377,Girard Av N,-93.2973463,44.9805794
12378,Cedar Lake Rd,-93.2993922,44.980745000000006
12379,Penn Av N,-93.30759230000001,44.9806699
12380,Gramercy Av N,-93.3010366,44.9807949
12381,Morgan Av N,-93.30467230000001,44.9807167
12382,James Av N,-93.3007623,44.9841944
12383,Morgan Av N,-93.30440630000001,44.980859
12384,Knox Av N,-93.3018308,44.980940100000005
12385,Cedar Lake Rd,-93.2990417,44.9808717
12386,Girard Av N,-93.2969839,44.980687800000005
12387,Morgan Av N,-93.30473930000001,44.9842054
12388,Morgan Av N,-93.30434550000001,44.9845945
12389,Russell Av N,-93.3106546,44.991571
12390,Sheridan Av N,-93.3122541,44.991514900000006
12391,James Av N,-93.3004581,44.984592500000005
12392,Russell Av N,-93.3109826,44.9914829
12393,Washburn Av N,-93.31701050000001,44.9916369
12394,Penn Av N,-93.308524,44.991436500000006
12395,12 Av N,-93.30820050000001,44.9895793
12396,Upton Av N,-93.31443610000001,44.9916076
12397,12 Av N,-93.3083177,44.989834800000004
12398,15 Av N,-93.3081616,44.994052200000006
12399,Upton Av N,-93.31480810000001,44.9914391
12400,14 Av N,-93.30817440000001,44.9929399
12401,Washburn Av N,-93.3174072,44.9916801
12402,Thomas Av N,-93.3132226,44.991613300000004
12403,14 Av N,-93.3083026,44.9934712
12404,Penn Av N,-93.30800760000001,44.991592600000004
12405,Penn Av N,-93.3087522,44.9988424
12406,16 Av N,-93.3081604,44.9950519
12407,Penn Av N,-93.3084479,44.998718200000006
12408,17 Av N,-93.30816420000001,44.9962304
12409,16 Av N,-93.3083033,44.995267500000004
12410,17 Av N,-93.30824980000001,44.997067
12411,Upton Av N,-93.31484590000001,44.9987846
12412,Upton Av N,-93.31437700000001,44.998893800000005
12413,Golden Valley Rd,-93.308125,44.9985744
12414,Russell Av N,-93.31101240000001,44.998741100000004
12415,Russell Av N,-93.31062890000001,44.9988721
12416,Golden Valley Rd,-93.3082845,44.9989633
12417,Sheridan Av N,-93.3118865,44.9988533
12418,Newton Av N,-93.305885,44.991466700000004
12419,Sheridan Av N,-93.312297,44.9987252
12420,Humboldt Av N,-93.298004,44.991724000000005
12421,Humboldt Av N,-93.2986288,44.9914423
12422,Newton Av N,-93.30550880000001,44.9916052
12423,Knox Av N,-93.30179310000001,44.9995726
12424,Irving Av N,-93.299417,44.999501800000004
12425,Logan Av N,-93.3030313,44.9915518
12426,Irving Av N,-93.29874240000001,44.9995106
12427,James Av N,-93.3005261,44.9915778
12428,Fremont Av N,-93.2957446,44.9990469
12429,Knox Av N,-93.3020754,44.9994037
12430,James Av N,-93.3008949,44.9915211
12431,Golden Valley Rd,-93.3020529,44.9988667
12432,Morgan Av N,-93.30429910000001,44.998862700000004
12433,Logan Av N,-93.30341460000001,44.991426600000004
12434,Hennepin Av S,-93.2937715,44.959186300000006
12435,Morgan Av N,-93.3046434,44.9987608
12436,West Broadway,-93.3005048,44.999428800000004
12437,25 St W,-93.29542740000001,44.957200400000005
12438,25 St W,-93.2954952,44.957492800000004
12439,Bryant Av S,-93.29070180000001,44.9591335
12440,25 St W,-93.288178,44.957467300000005
12441,24 St W,-93.29407090000001,44.9590128
12442,22 St W,-93.2927368,44.960778700000006
12443,25 St W,-93.287942,44.9571842
12444,22 St W,-93.2927756,44.9610605
12445,22 St W,-93.2881601,44.9610714
12446,24 St W,-93.29413360000001,44.959276100000004
12447,45 St E,-93.2320753,44.921382300000005
12448,Lyndale Av S,-93.2877608,44.9591894
12449,Bryant Av S,-93.2903874,44.9591628
12450,24 St W,-93.28795210000001,44.9589446
12451,Franklin Av W,-93.2913757,44.962558200000004
12452,24 St W,-93.28818460000001,44.9593159
12453,Franklin Av W,-93.2918338,44.9624199
12454,Franklin Av W,-93.2930243,44.9625591
12455,22 St W,-93.2879273,44.960754300000005
12456,Hennepin Av S,-93.2911021,44.9626554
12457,Dupont Av S,-93.29331730000001,44.966407800000006
12458,Lyndale Av S,-93.28822330000001,44.959075500000004
12459,Dupont Av S,-93.292828,44.966472200000005
12460,46 St E,-93.23208050000001,44.9195585
12461,Harriet Av S,-93.2856392,44.9590735
12462,Harriet Av S,-93.28531910000001,44.959176
12463,Fremont Av S,-93.2958401,44.9663746
12464,45 St E,-93.24725000000001,44.9213928
12465,Fremont Av S,-93.295404,44.9664778
12466,Bryant Av S,-93.29067350000001,44.9663617
12467,Franklin Av W,-93.28792460000001,44.962502300000004
12468,Colfax Av S,-93.29163720000001,44.966469800000006
12469,Franklin Av W,-93.2881897,44.9628548
12470,Harriet Av S,-93.28526360000001,44.962819800000005
12471,Lyndale Av S,-93.2886441,44.9628176
12472,Harriet Av,-93.2856366,44.962653100000004
12473,Lyndale Av S,-93.2882723,44.9626285
12474,Lincoln Av,-93.29009070000001,44.9645467
12475,Pillsbury Av S,-93.28109210000001,44.9591666
12476,Douglas Av,-93.2885402,44.9669218
12477,Groveland Terrace,-93.2884109,44.966745
12478,22 St E,-93.27777180000001,44.960743900000004
12479,25 St E,-93.2778725,44.9571516
12480,Groveland Av,-93.2879484,44.9669253
12481,24 St E,-93.2778128,44.9590161
12482,Nicollet Av S,-93.2780329,44.959067000000005
12483,Hennepin Access,-93.28916170000001,44.9665118
12484,Pleasant Av S,-93.2831039,44.959124
12485,24 St W,-93.2779438,44.959228800000005
12486,Hennepin Access,-93.28920020000001,44.9664121
12487,25 St W,-93.2779474,44.9574835
12488,22 St W,-93.2779105,44.96101
12489,Groveland Ter,-93.2886325,44.966926300000004
12490,Pleasant Av S,-93.2827486,44.9591622
12491,26 Av S,-93.23480310000001,44.934059500000004
12492,Pillsbury Av S,-93.2814865,44.959074300000005
12493,47 St E,-93.23207790000001,44.917970200000006
12494,Franklin Ave W & Nicollet Ave S,-93.2782483,44.9628176
12495,Franklin Ave E & Nicollet Ave,-93.2773851,44.962625300000006
12496,Pleasant Av,-93.28307380000001,44.9626576
12497,1 Av S,-93.2764023,44.9628251
12498,Pillsbury Av S,-93.2806578,44.962753500000005
12499,Franklin Av W,-93.2777437,44.962507
12500,18 St E,-93.27768640000001,44.965107700000004
12501,Blaisdell Av,-93.27977460000001,44.9626595
12502,16 St / Hwy 94,-93.27791470000001,44.966546400000006
12503,18 St W,-93.277907,44.965352200000005
12504,Pleasant Av S,-93.2831086,44.962809
12505,Franklin Av W,-93.2779161,44.962823500000006
12506,P&R - From Fair,-93.29122360000001,44.972182800000006
12507,P&R - To Fair,-93.2912218,44.9721817
12508,Oak Grove St,-93.2872998,44.969254400000004
12509,Oak Grove St,-93.2857659,44.9684697
12510,16 St,-93.2854149,44.9728143
12511,Maple St (16 St),-93.28571670000001,44.972540800000004
12512,Oak Grove St,-93.2863382,44.9686122
12513,#329,-93.28378640000001,44.968015
12514,14 St,-93.2817729,44.9686965
12515,Vineland Place,-93.28793950000001,44.969352
12516,Grant St,-93.28178430000001,44.9697114
12517,14 St W,-93.2819262,44.9689168
12518,Dunwoody Av,-93.28818290000001,44.970977100000006
12519,Willow St,-93.28165820000001,44.969923900000005
12520,46 St E,-93.2473667,44.9199083
12521,Lasalle Av,-93.2795614,44.969894100000005
12522,Grant St E,-93.2777398,44.969633800000004
12523,Grant St / 13 St S,-93.2774552,44.970870700000006
12524,15 St E,-93.2777568,44.9682338
12525,16 St E,-93.27772990000001,44.9670556
12526,Grant St E,-93.2779572,44.9695017
12527,15 St E,-93.27790060000001,44.9678861
12528,12 St S,-93.276587,44.9718901
12529,Marquette Avenue & 11th Street,-93.2744019,44.9722135
12530,13 St S,-93.27695630000001,44.971339300000004
12531,Lasalle Av,-93.27895380000001,44.969824800000005
12532,Convention Center,-93.27510070000001,44.9699571
12533,13 St / Grant St,-93.27779810000001,44.9703481
12534,Nicollet Av S,-93.276746,44.9698822
12535,Nicollet Mall,-93.27663740000001,44.972190600000005
12536,12 St S,-93.27625350000001,44.9722857
12537,Hennepin Av S,-93.28000390000001,44.9743458
12538,13 St / 12 St S,-93.2809146,44.974453800000006
12539,Laurel Av,-93.282891,44.9738527
12540,Currie Av N,-93.28134850000001,44.977849400000004
